id,distractor,subject,verb,interference,grammaticality,sentence,crit,target,attractor
31,sing,pl,sing,int,ungram,The customer who the waitresses hates the most is the one who complains about everything and leaves a lousy tip.,hates,waitresses,customer
31,pl,pl,sing,unint,ungram,The customers who the waitresses hates the most are the ones who complain about everything and leave a lousy tip.,hates,waitresses,customers
32,sing,sing,sing,int,gram,The therapist who the survivor meets with weekly is trying to help her recover from her/their awful ordeal.,meets,survivor,therapist
32,pl,sing,sing,unint,gram,The therapists who the survivor meets with weekly are trying to help them recover from her/their awful ordeal.,meets,survivor,therapists
32,sing,sing,pl,unint,ungram,The therapist who the survivor meet with weekly is trying to help her recover from her/their awful ordeal.,meet,survivor,therapist
32,pl,sing,pl,int,ungram,The therapists who the survivor meet with weekly are trying to help them recover from her/their awful ordeal.,meet,survivor,therapists
32,sing,pl,pl,unint,gram,The therapist who the survivors meet with weekly is trying to help her recover from her/their awful ordeal.,meet,survivors,therapist
32,pl,pl,pl,int,gram,The therapists who the survivors meet with weekly are trying to help them recover from her/their awful ordeal.,meet,survivors,therapists
32,sing,pl,sing,int,ungram,The therapist who the survivors meets with weekly is trying to help her recover from her/their awful ordeal.,meets,survivors,therapist
32,pl,pl,sing,unint,ungram,The therapists who the survivors meets with weekly are trying to help them recover from her/their awful ordeal.,meets,survivors,therapists
33,sing,sing,sing,int,gram,The cheerleader who the choreographer works with usually trains all year for the national competition.,works,choreographer,cheerleader
33,pl,sing,sing,unint,gram,The cheerleaders who the choreographer works with usually train all year for the national competition.,works,choreographer,cheerleaders
33,sing,sing,pl,unint,ungram,The cheerleader who the choreographer work with usually trains all year for the national competition.,work,choreographer,cheerleader
33,pl,sing,pl,int,ungram,The cheerleaders who the choreographer work with usually train all year for the national competition.,work,choreographer,cheerleaders
33,sing,pl,pl,unint,gram,The cheerleader who the choreographers work with usually trains all year for the national competition.,work,choreographers,cheerleader
33,pl,pl,pl,int,gram,The cheerleaders who the choreographers work with usually train all year for the national competition.,work,choreographers,cheerleaders
33,sing,pl,sing,int,ungram,The cheerleader who the choreographers works with usually trains all year for the national competition.,works,choreographers,cheerleader
33,pl,pl,sing,unint,ungram,The cheerleaders who the choreographers works with usually train all year for the national competition.,works,choreographers,cheerleaders
34,sing,sing,sing,int,gram,The cowboy who the rancher knows the best has thirty years of experience on the range.,knows,rancher,cowboy
34,pl,sing,sing,unint,gram,The cowboys who the rancher knows the best have thirty years of experience on the range.,knows,rancher,cowboys
34,sing,sing,pl,unint,ungram,The cowboy who the rancher know the best has thirty years of experience on the range.,know,rancher,cowboy
34,pl,sing,pl,int,ungram,The cowboys who the rancher know the best have thirty years of experience on the range.,know,rancher,cowboys
34,sing,pl,pl,unint,gram,The cowboy who the ranchers know the best has thirty years of experience on the range.,know,ranchers,cowboy
34,pl,pl,pl,int,gram,The cowboys who the ranchers know the best have thirty years of experience on the range.,know,ranchers,cowboys
34,sing,pl,sing,int,ungram,The cowboy who the ranchers knows the best has thirty years of experience on the range.,knows,ranchers,cowboy
34,pl,pl,sing,unint,ungram,The cowboys who the ranchers knows the best have thirty years of experience on the range.,knows,ranchers,cowboys
35,sing,sing,sing,int,gram,The surgeon who the nurse prefers most to assist has an impeccable record in the operating room.,prefers,nurse,surgeon
35,pl,sing,sing,unint,gram,The surgeons who the nurse prefers most to assist have an impeccable record in the operating room.,prefers,nurse,surgeons
35,sing,sing,pl,unint,ungram,The surgeon who the nurse prefer most to assist has an impeccable record in the operating room.,prefer,nurse,surgeon
35,pl,sing,pl,int,ungram,The surgeons who the nurse prefer most to assist have an impeccable record in the operating room.,prefer,nurse,surgeons
35,sing,pl,pl,unint,gram,The surgeon who the nurses prefer most to assist has an impeccable record in the operating room.,prefer,nurses,surgeon
35,pl,pl,pl,int,gram,The surgeons who the nurses prefer most to assist have an impeccable record in the operating room.,prefer,nurses,surgeons
35,sing,pl,sing,int,ungram,The surgeon who the nurses prefers most to assist has an impeccable record in the operating room.,prefers,nurses,surgeon
35,pl,pl,sing,unint,ungram,The surgeons who the nurses prefers most to assist have an impeccable record in the operating room.,prefers,nurses,surgeons
36,sing,sing,sing,int,gram,The bartender who the patron gossips with after work always has new stories to tell.,gossips,patron,bartender
36,pl,sing,sing,unint,gram,The bartenders who the patron gossips with after work always have new stories to tell.,gossips,patron,bartenders
36,sing,sing,pl,unint,ungram,The bartender who the patron gossip with after work always has new stories to tell.,gossip,patron,bartender
36,pl,sing,pl,int,ungram,The bartenders who the patron gossip with after work always have new stories to tell.,gossip,patron,bartenders
36,sing,pl,pl,unint,gram,The bartender who the patrons gossip with after work always has new stories to tell.,gossip,patrons,bartender
36,pl,pl,pl,int,gram,The bartenders who the patrons gossip with after work always have new stories to tell.,gossip,patrons,bartenders
36,sing,pl,sing,int,ungram,The bartender who the patrons gossips with after work always has new stories to tell.,gossips,patrons,bartender
36,pl,pl,sing,unint,ungram,The bartenders who the patrons gossips with after work always have new stories to tell.,gossips,patrons,bartenders
37,sing,sing,sing,int,gram,The columnist who the reader complains about frequently gives extreme opinions without backing them up.,complains,reader,columnist
37,pl,sing,sing,unint,gram,The columnists who the reader complains about frequently give extreme opinions without backing them up.,complains,reader,columnists
37,sing,sing,pl,unint,ungram,The columnist who the reader complain about frequently gives extreme opinions without backing them up.,complain,reader,columnist
37,pl,sing,pl,int,ungram,The columnists who the reader complain about frequently give extreme opinions without backing them up.,complain,reader,columnists
37,sing,pl,pl,unint,gram,The columnist who the readers complain about frequently gives extreme opinions without backing them up.,complain,readers,columnist
37,pl,pl,pl,int,gram,The columnists who the readers complain about frequently give extreme opinions without backing them up.,complain,readers,columnists
37,sing,pl,sing,int,ungram,The columnist who the readers complains about frequently gives extreme opinions without backing them up.,complains,readers,columnist
37,pl,pl,sing,unint,ungram,The columnists who the readers complains about frequently give extreme opinions without backing them up.,complains,readers,columnists
38,sing,sing,sing,int,gram,The anthropologist who the villager respects the most has taken great pains to learn the local customs.,respects,villager,anthropologist
38,pl,sing,sing,unint,gram,The anthropologists who the villager respects the most have taken great pains to learn the local customs.,respects,villager,anthropologists
38,sing,sing,pl,unint,ungram,The anthropologist who the villager respect the most has taken great pains to learn the local customs.,respect,villager,anthropologist
38,pl,sing,pl,int,ungram,The anthropologists who the villager respect the most have taken great pains to learn the local customs.,respect,villager,anthropologists
38,sing,pl,pl,unint,gram,The anthropologist who the villagers respect the most has taken great pains to learn the local customs.,respect,villagers,anthropologist
38,pl,pl,pl,int,gram,The anthropologists who the villagers respect the most have taken great pains to learn the local customs.,respect,villagers,anthropologists
38,sing,pl,sing,int,ungram,The anthropologist who the villagers respects the most has taken great pains to learn the local customs.,respects,villagers,anthropologist
38,pl,pl,sing,unint,ungram,The anthropologists who the villagers respects the most have taken great pains to learn the local customs.,respects,villagers,anthropologists
39,sing,sing,sing,int,gram,The bricklayer who the contractor assigns to important projects often doesn't show up on time.,assigns,contractor,bricklayer
39,pl,sing,sing,unint,gram,The bricklayers who the contractor assigns to important projects often don't show up on time.,assigns,contractor,bricklayers
39,sing,sing,pl,unint,ungram,The bricklayer who the contractor assign to important projects often doesn't show up on time.,assign,contractor,bricklayer
39,pl,sing,pl,int,ungram,The bricklayers who the contractor assign to important projects often don't show up on time.,assign,contractor,bricklayers
39,sing,pl,pl,unint,gram,The bricklayer who the contractors assign to important projects often doesn't show up on time.,assign,contractors,bricklayer
39,pl,pl,pl,int,gram,The bricklayers who the contractors assign to important projects often don't show up on time.,assign,contractors,bricklayers
39,sing,pl,sing,int,ungram,The bricklayer who the contractors assigns to important projects often doesn't show up on time.,assigns,contractors,bricklayer
39,pl,pl,sing,unint,ungram,The bricklayers who the contractors assigns to important projects often don't show up on time.,assigns,contractors,bricklayers
40,sing,sing,sing,int,gram,The comedian who the prisoner finds so entertaining can find humor in the worst situations.,finds,prisoner,comeidan
40,pl,sing,sing,unint,gram,The comedians who the prisoner finds so entertaining can find humor in the worst situations.,finds,prisoner,comedians
40,sing,sing,pl,unint,ungram,The comedian who the prisoner find so entertaining can find humor in the worst situations.,find,prisoner,comeidan
40,pl,sing,pl,int,ungram,The comedians who the prisoner find so entertaining can find humor in the worst situations.,find,prisoner,comedians
40,sing,pl,pl,unint,gram,The comedian who the prisoners find so entertaining can find humor in the worst situations.,find,prisoners,comeidan
40,pl,pl,pl,int,gram,The comedians who the prisoners find so entertaining can find humor in the worst situations.,find,prisoners,comedians
40,sing,pl,sing,int,ungram,The comedian who the prisoners finds so entertaining can find humor in the worst situations.,finds,prisoners,comeidan
40,pl,pl,sing,unint,ungram,The comedians who the prisoners finds so entertaining can find humor in the worst situations.,finds,prisoners,comedians
41,sing,sing,sing,int,gram,The judge who the criminal fears the most hands down tough sentences for minor offenses.,fears,criminal,judge
41,pl,sing,sing,unint,gram,The judges who the criminal fears the most hand down tough sentences for minor offenses.,fears,criminal,judges
41,sing,sing,pl,unint,ungram,The judge who the criminal fear the most hands down tough sentences for minor offenses.,fear,criminal,judge
41,pl,sing,pl,int,ungram,The judges who the criminal fear the most hand down tough sentences for minor offenses.,fear,criminal,judges
41,sing,pl,pl,unint,gram,The judge who the criminals fear the most hands down tough sentences for minor offenses.,fear,criminals,judge
41,pl,pl,pl,int,gram,The judges who the criminals fear the most hand down tough sentences for minor offenses.,fear,criminals,judges
41,sing,pl,sing,int,ungram,The judge who the criminals fears the most hands down tough sentences for minor offenses.,fears,criminals,judge
41,pl,pl,sing,unint,ungram,The judges who the criminals fears the most hand down tough sentences for minor offenses.,fears,criminals,judges
42,sing,sing,sing,int,gram,The student who the bully teases during lunch is too afraid to tell the teachers.,teases,bully,student
42,pl,sing,sing,unint,gram,The students who the bully teases during lunch iare too afraid to tell the teachers.,teases,bully,students
42,sing,sing,pl,unint,ungram,The student who the bully tease during lunch is too afraid to tell the teachers.,tease,bully,student
42,pl,sing,pl,int,ungram,The students who the bully tease during lunch iare too afraid to tell the teachers.,tease,bully,students
42,sing,pl,pl,unint,gram,The student who the bullies tease during lunch is too afraid to tell the teachers.,tease,bullies,student
42,pl,pl,pl,int,gram,The students who the bullies tease during lunch iare too afraid to tell the teachers.,tease,bullies,students
42,sing,pl,sing,int,ungram,The student who the bullies teases during lunch is too afraid to tell the teachers.,teases,bullies,student
42,pl,pl,sing,unint,ungram,The students who the bullies teases during lunch iare too afraid to tell the teachers.,teases,bullies,students
43,sing,sing,sing,int,gram,The philosopher who the scientist discusses during the radio program rarely expresses his ideas in plain language.,discusses,scientist,philosopher
43,pl,sing,sing,unint,gram,The philosophers who the scientist discusses during the radio program rarely express their ideas in plain language.,discusses,scientist,philosophers
43,sing,sing,pl,unint,ungram,The philosopher who the scientist discuss during the radio program rarely expresses his ideas in plain language.,discuss,scientist,philosopher
43,pl,sing,pl,int,ungram,The philosophers who the scientist discuss during the radio program rarely express their ideas in plain language.,discuss,scientist,philosophers
43,sing,pl,pl,unint,gram,The philosopher who the scientists discuss during the radio program rarely expresses his ideas in plain language.,discuss,scientists,philosopher
43,pl,pl,pl,int,gram,The philosophers who the scientists discuss during the radio program rarely express their ideas in plain language.,discuss,scientists,philosophers
43,sing,pl,sing,int,ungram,The philosopher who the scientists discusses during the radio program rarely expresses his ideas in plain language.,discusses,scientists,philosopher
43,pl,pl,sing,unint,ungram,The philosophers who the scientists discusses during the radio program rarely express their ideas in plain language.,discusses,scientists,philosophers
44,sing,sing,sing,int,gram,The lawyer who the candidate consults every morning tells him what campaign money he is allowed to accept.,consults,candidate,lawyer
44,pl,sing,sing,unint,gram,The lawyers who the candidate consults every morning tell him what campaign money they are allowed to accept.,consults,candidate,lawyers
44,sing,sing,pl,unint,ungram,The lawyer who the candidate consult every morning tells him what campaign money he is allowed to accept.,consult,candidate,lawyer
44,pl,sing,pl,int,ungram,The lawyers who the candidate consult every morning tell him what campaign money they are allowed to accept.,consult,candidate,lawyers
44,sing,pl,pl,unint,gram,The lawyer who the candidates consult every morning tells him what campaign money he is allowed to accept.,consult,candidates,lawyer
44,pl,pl,pl,int,gram,The lawyers who the candidates consult every morning tell him what campaign money they are allowed to accept.,consult,candidates,lawyers
44,sing,pl,sing,int,ungram,The lawyer who the candidates consults every morning tells him what campaign money he is allowed to accept.,consults,candidates,lawyer
44,pl,pl,sing,unint,ungram,The lawyers who the candidates consults every morning tell him what campaign money they are allowed to accept.,consults,candidates,lawyers
45,sing,sing,sing,int,gram,The musician who the reviewer praises so highly will probably win a Grammy.,praises,reviewer,musician
45,pl,sing,sing,unint,gram,The musicians who the reviewer praises so highly will probably win a Grammy.,praises,reviewer,musicians
45,sing,sing,pl,unint,ungram,The musician who the reviewer praise so highly will probably win a Grammy.,praise,reviewer,musician
45,pl,sing,pl,int,ungram,The musicians who the reviewer praise so highly will probably win a Grammy.,praise,reviewer,musicians
45,sing,pl,pl,unint,gram,The musician who the reviewers praise so highly will probably win a Grammy.,praise,reviewers,musician
45,pl,pl,pl,int,gram,The musicians who the reviewers praise so highly will probably win a Grammy.,praise,reviewers,musicians
45,sing,pl,sing,int,ungram,The musician who the reviewers praises so highly will probably win a Grammy.,praises,reviewers,musician
45,pl,pl,sing,unint,ungram,The musicians who the reviewers praises so highly will probably win a Grammy.,praises,reviewers,musicians
46,sing,sing,sing,int,gram,The receptionist who the boss gives the biggest projects never fails to do a stellar job.,gives,boss,receptionist
46,pl,sing,sing,unint,gram,The receptionists who the boss gives the biggest projects never fail to do a stellar job.,gives,boss,receptionists
46,sing,sing,pl,unint,ungram,The receptionist who the boss give the biggest projects never fails to do a stellar job.,give,boss,receptionist
46,pl,sing,pl,int,ungram,The receptionists who the boss give the biggest projects never fail to do a stellar job.,give,boss,receptionists
46,sing,pl,pl,unint,gram,The receptionist who the bosses give the biggest projects never fails to do a stellar job.,give,bosses,receptionist
46,pl,pl,pl,int,gram,The receptionists who the bosses give the biggest projects never fail to do a stellar job.,give,bosses,receptionists
46,sing,pl,sing,int,ungram,The receptionist who the bosses gives the biggest projects never fails to do a stellar job.,gives,bosses,receptionist
46,pl,pl,sing,unint,ungram,The receptionists who the bosses gives the biggest projects never fail to do a stellar job.,gives,bosses,receptionists
47,sing,sing,sing,int,gram,The actress who the designer creates award show dresses for is extremely fickle and demanding.,creates,designer,actress
47,pl,sing,sing,unint,gram,The actresses who the designer creates award show dresses for are extremely fickle and demanding.,creates,designer,actresses
47,sing,sing,pl,unint,ungram,The actress who the designer create award show dresses for is extremely fickle and demanding.,create,designer,actress
47,pl,sing,pl,int,ungram,The actresses who the designer create award show dresses for are extremely fickle and demanding.,create,designer,actresses
47,sing,pl,pl,unint,gram,The actress who the designers create award show dresses for is extremely fickle and demanding.,create,designers,actress
47,pl,pl,pl,int,gram,The actresses who the designers create award show dresses for are extremely fickle and demanding.,create,designers,actresses
47,sing,pl,sing,int,ungram,The actress who the designers creates award show dresses for is extremely fickle and demanding.,creates,designers,actress
47,pl,pl,sing,unint,ungram,The actresses who the designers creates award show dresses for are extremely fickle and demanding.,creates,designers,actresses
48,sing,sing,sing,int,gram,The programmer who the manager oversees at the software firm is eccentric and difficult to control.,oversees,manager,programmer
48,pl,sing,sing,unint,gram,The programmers who the manager oversees at the software firm are eccentric and difficult to control.,oversees,manager,programmers
48,sing,sing,pl,unint,ungram,The programmer who the manager oversee at the software firm is eccentric and difficult to control.,oversee,manager,programmer
48,pl,sing,pl,int,ungram,The programmers who the manager oversee at the software firm are eccentric and difficult to control.,oversee,manager,programmers
48,sing,pl,pl,unint,gram,The programmer who the managers oversee at the software firm is eccentric and difficult to control.,oversee,managers,programmer
48,pl,pl,pl,int,gram,The programmers who the managers oversee at the software firm are eccentric and difficult to control.,oversee,managers,programmers
48,sing,pl,sing,int,ungram,The programmer who the managers oversees at the software firm is eccentric and difficult to control.,oversees,managers,programmer
48,pl,pl,sing,unint,ungram,The programmers who the managers oversees at the software firm are eccentric and difficult to control.,oversees,managers,programmers
