id,distractor,subject,grammaticality,interference,sentence,crit,target,attractor
29,pl,pl,ungram,unint,The successful businessmen who scolded the teenage bellhops allegedly locked himself in a penthouse room all alone.,himself,businessmen,bellhops
29,sing,pl,gram,unint,The successful businessmen who scolded the teenage bellhop allegedly locked themselves in a penthouse room all alone.,themselves,businessmen,bellhop
29,pl,pl,gram,int,The successful businessmen who scolded the teenage bellhops allegedly locked themselves in a penthouse room all alone.,themselves,businessmen,bellhops
30,sing,sing,gram,int,The police officer who aided the brilliant detective reportedly disguised himself to get more information.,himself,officer,detective
30,pl,sing,gram,unint,The police officer who aided the brilliant detectives reportedly disguised himself to get more information.,himself,officer,detectives
30,sing,sing,ungram,unint,The police officer who aided the brilliant detective reportedly disguised themselves to get more information.,themselves,officer,detective
30,pl,sing,ungram,int,The police officer who aided the brilliant detectives reportedly disguised themselves to get more information.,themselves,officer,detectives
30,sing,pl,ungram,int,The police officers who aided the brilliant detective reportedly disguised himself to get more information.,himself,officers,detective
30,pl,pl,ungram,unint,The police officers who aided the brilliant detectives reportedly disguised himself to get more information.,himself,officers,detectives
30,sing,pl,gram,unint,The police officers who aided the brilliant detective reportedly disguised themselves to get more information.,themselves,officers,detective
30,pl,pl,gram,int,The police officers who aided the brilliant detectives reportedly disguised themselves to get more information.,themselves,officers,detectives
31,sing,sing,gram,int,The old rancher who listened to the dishonest salesman unsurprisingly isolated himself in a huge ranch on the hill.,himself,rancher,salesman
31,pl,sing,gram,unint,The old rancher who listened to the dishonest salesmen unsurprisingly isolated himself in a huge ranch on the hill.,himself,rancher,salesmen
31,sing,sing,ungram,unint,The old rancher who listened to the dishonest salesman unsurprisingly isolated themselves in a huge ranch on the hill.,themselves,rancher,salesman
31,pl,sing,ungram,int,The old rancher who listened to the dishonest salesmen unsurprisingly isolated themselves in a huge ranch on the hill.,themselves,rancher,salesmen
31,sing,pl,ungram,int,The old ranchers who listened to the dishonest salesman unsurprisingly isolated himself in a huge ranch on the hill.,himself,ranchers,salesman
31,pl,pl,ungram,unint,The old ranchers who listened to the dishonest salesmen unsurprisingly isolated himself in a huge ranch on the hill.,himself,ranchers,salesmen
31,sing,pl,gram,unint,The old ranchers who listened to the dishonest salesman unsurprisingly isolated themselves in a huge ranch on the hill.,themselves,ranchers,salesman
31,pl,pl,gram,int,The old ranchers who listened to the dishonest salesmen unsurprisingly isolated themselves in a huge ranch on the hill.,themselves,ranchers,salesmen
32,sing,sing,gram,int,The meek boxer who trained with the persistent coach shockingly wounded himself in a recent scuffle.,himself,boxer,coach
32,pl,sing,gram,unint,The meek boxer who trained with the persistent coaches shockingly wounded himself in a recent scuffle.,himself,boxer,coaches
32,sing,sing,ungram,unint,The meek boxer who trained with the persistent coach shockingly wounded themselves in a recent scuffle.,themselves,boxer,coach
32,pl,sing,ungram,int,The meek boxer who trained with the persistent coaches shockingly wounded themselves in a recent scuffle.,themselves,boxer,coaches
32,sing,pl,ungram,int,The meek boxers who trained with the persistent coach shockingly wounded himself in a recent scuffle.,himself,boxers,coach
32,pl,pl,ungram,unint,The meek boxers who trained with the persistent coaches shockingly wounded himself in a recent scuffle.,himself,boxers,coaches
32,sing,pl,gram,unint,The meek boxers who trained with the persistent coach shockingly wounded themselves in a recent scuffle.,themselves,boxers,coach
32,pl,pl,gram,int,The meek boxers who trained with the persistent coaches shockingly wounded themselves in a recent scuffle.,themselves,boxers,coaches
33,sing,sing,gram,int,The amateur bodybuilder who worked with the personal trainer amazingly injured himself on the lightest weights.,himself,bodybuilder,trainer
33,pl,sing,gram,unint,The amateur bodybuilder who worked with the personal trainers amazingly injured himself on the lightest weights.,himself,bodybuilder,trainers
33,sing,sing,ungram,unint,The amateur bodybuilder who worked with the personal trainer amazingly injured themselves on the lightest weights.,themselves,bodybuilder,trainer
33,pl,sing,ungram,int,The amateur bodybuilder who worked with the personal trainers amazingly injured themselves on the lightest weights.,themselves,bodybuilder,trainers
33,sing,pl,ungram,int,The amateur bodybuilders who worked with the personal trainer amazingly injured himself on the lightest weights.,himself,bodybuilders,trainer
33,pl,pl,ungram,unint,The amateur bodybuilders who worked with the personal trainers amazingly injured himself on the lightest weights.,himself,bodybuilders,trainers
33,sing,pl,gram,unint,The amateur bodybuilders who worked with the personal trainer amazingly injured themselves on the lightest weights.,themselves,bodybuilders,trainer
33,pl,pl,gram,int,The amateur bodybuilders who worked with the personal trainers amazingly injured themselves on the lightest weights.,themselves,bodybuilders,trainers
34,sing,sing,gram,int,The basketball coach who trained the star player usually blamed himself for the team's poor performance.,himself,coach,player
34,pl,sing,gram,unint,The basketball coach who trained the star players usually blamed himself for the team's poor performance.,himself,coach,players
34,sing,sing,ungram,unint,The basketball coach who trained the star player usually blamed themselves for the team's poor performance.,themselves,coach,player
34,pl,sing,ungram,int,The basketball coach who trained the star players usually blamed themselves for the team's poor performance.,themselves,coach,players
34,sing,pl,ungram,int,The basketball coaches who trained the star player usually blamed himself for the team's poor performance.,himself,coaches,player
34,pl,pl,ungram,unint,The basketball coaches who trained the star players usually blamed himself for the team's poor performance.,himself,coaches,players
34,sing,pl,gram,unint,The basketball coaches who trained the star player usually blamed themselves for the team's poor performance.,themselves,coaches,player
34,pl,pl,gram,int,The basketball coaches who trained the star players usually blamed themselves for the team's poor performance.,themselves,coaches,players
35,sing,sing,gram,int,The young caddy who escorted the experienced golfer supposedly dirtied himself by falling in the sand.,himself,caddy,golfer
35,pl,sing,gram,unint,The young caddy who escorted the experienced golfers supposedly dirtied himself by falling in the sand.,himself,caddy,golfers
35,sing,sing,ungram,unint,The young caddy who escorted the experienced golfer supposedly dirtied themselves by falling in the sand.,themselves,caddy,golfer
35,pl,sing,ungram,int,The young caddy who escorted the experienced golfers supposedly dirtied themselves by falling in the sand.,themselves,caddy,golfers
35,sing,pl,ungram,int,The young caddies who escorted the experienced golfer supposedly dirtied himself by falling in the sand.,himself,caddies,golfer
35,pl,pl,ungram,unint,The young caddies who escorted the experienced golfers supposedly dirtied himself by falling in the sand.,himself,caddies,golfers
35,sing,pl,gram,unint,The young caddies who escorted the experienced golfer supposedly dirtied themselves by falling in the sand.,themselves,caddies,golfer
35,pl,pl,gram,int,The young caddies who escorted the experienced golfers supposedly dirtied themselves by falling in the sand.,themselves,caddies,golfers
36,sing,sing,gram,int,The construction worker who argued with the shift leader undeniably hurt himself on the construction site.,himself,worker,leader
36,pl,sing,gram,unint,The construction worker who argued with the shift leaders undeniably hurt himself on the construction site.,himself,worker,leaders
36,sing,sing,ungram,unint,The construction worker who argued with the shift leader undeniably hurt themselves on the construction site.,themselves,worker,leader
36,pl,sing,ungram,int,The construction worker who argued with the shift leaders undeniably hurt themselves on the construction site.,themselves,worker,leaders
36,sing,pl,ungram,int,The construction workers who argued with the shift leader undeniably hurt himself on the construction site.,himself,workers,leader
36,pl,pl,ungram,unint,The construction workers who argued with the shift leaders undeniably hurt himself on the construction site.,himself,workers,leaders
36,sing,pl,gram,unint,The construction workers who argued with the shift leader undeniably hurt themselves on the construction site.,themselves,workers,leader
36,pl,pl,gram,int,The construction workers who argued with the shift leaders undeniably hurt themselves on the construction site.,themselves,workers,leaders
37,sing,sing,gram,int,The grimy blacksmith who worked for the royal knight evidently hurt himself with the sharp tools.,himself,blacksmith,knight
37,pl,sing,gram,unint,The grimy blacksmith who worked for the royal knights evidently hurt himself with the sharp tools.,himself,blacksmith,knights
37,sing,sing,ungram,unint,The grimy blacksmith who worked for the royal knight evidently hurt themselves with the sharp tools.,themselves,blacksmith,knight
37,pl,sing,ungram,int,The grimy blacksmith who worked for the royal knights evidently hurt themselves with the sharp tools.,themselves,blacksmith,knights
37,sing,pl,ungram,int,The grimy blacksmiths who worked for the royal knight evidently hurt himself with the sharp tools.,himself,blacksmiths,knight
37,pl,pl,ungram,unint,The grimy blacksmiths who worked for the royal knights evidently hurt himself with the sharp tools.,himself,blacksmiths,knights
37,sing,pl,gram,unint,The grimy blacksmiths who worked for the royal knight evidently hurt themselves with the sharp tools.,themselves,blacksmiths,knight
37,pl,pl,gram,int,The grimy blacksmiths who worked for the royal knights evidently hurt themselves with the sharp tools.,themselves,blacksmiths,knights
38,sing,sing,gram,int,The paranoid foreman who supervised the coal miner presumably saved himself after the awful cave-in.,himself,foreman,miner
38,pl,sing,gram,unint,The paranoid foreman who supervised the coal miners presumably saved himself after the awful cave-in.,himself,foreman,miners
38,sing,sing,ungram,unint,The paranoid foreman who supervised the coal miner presumably saved themselves after the awful cave-in.,themselves,foreman,miner
38,pl,sing,ungram,int,The paranoid foreman who supervised the coal miners presumably saved themselves after the awful cave-in.,themselves,foreman,miners
38,sing,pl,ungram,int,The paranoid foremen who supervised the coal miner presumably saved himself after the awful cave-in.,himself,foremen,miner
38,pl,pl,ungram,unint,The paranoid foremen who supervised the coal miners presumably saved himself after the awful cave-in.,himself,foremen,miners
38,sing,pl,gram,unint,The paranoid foremen who supervised the coal miner presumably saved themselves after the awful cave-in.,themselves,foremen,miner
38,pl,pl,gram,int,The paranoid foremen who supervised the coal miners presumably saved themselves after the awful cave-in.,themselves,foremen,miners
39,sing,sing,gram,int,The serious general who advised the new corporal seemingly committed himself to the training regimen.,himself,general,corporal
39,pl,sing,gram,unint,The serious general who advised the new corporals seemingly committed himself to the training regimen.,himself,general,corporals
39,sing,sing,ungram,unint,The serious general who advised the new corporal seemingly committed themselves to the training regimen.,themselves,general,corporal
39,pl,sing,ungram,int,The serious general who advised the new corporals seemingly committed themselves to the training regimen.,themselves,general,corporals
39,sing,pl,ungram,int,The serious generals who advised the new corporal seemingly committed himself to the training regimen.,himself,generals,corporal
39,pl,pl,ungram,unint,The serious generals who advised the new corporals seemingly committed himself to the training regimen.,himself,generals,corporals
39,sing,pl,gram,unint,The serious generals who advised the new corporal seemingly committed themselves to the training regimen.,themselves,generals,corporal
39,pl,pl,gram,int,The serious generals who advised the new corporals seemingly committed themselves to the training regimen.,themselves,generals,corporals
40,sing,sing,gram,int,The new executive who oversaw the middle manager apparently doubted himself on most major decisions.,himself,executive,manager
40,pl,sing,gram,unint,The new executive who oversaw the middle managers apparently doubted himself on most major decisions.,himself,executive,managers
40,sing,sing,ungram,unint,The new executive who oversaw the middle manager apparently doubted themselves on most major decisions.,themselves,executive,manager
40,pl,sing,ungram,int,The new executive who oversaw the middle managers apparently doubted themselves on most major decisions.,themselves,executive,managers
40,sing,pl,ungram,int,The new executives who oversaw the middle manager apparently doubted himself on most major decisions.,himself,executives,manager
40,pl,pl,ungram,unint,The new executives who oversaw the middle managers apparently doubted himself on most major decisions.,himself,executives,managers
40,sing,pl,gram,unint,The new executives who oversaw the middle manager apparently doubted themselves on most major decisions.,themselves,executives,manager
40,pl,pl,gram,int,The new executives who oversaw the middle managers apparently doubted themselves on most major decisions.,themselves,executives,managers
41,sing,sing,gram,int,The popular sheriff who campaigned for the incumbent politician never prepared himself for the new press briefing.,himself,sheriff,politician
41,pl,sing,gram,unint,The popular sheriff who campaigned for the incumbent politicians never prepared himself for the new press briefing.,himself,sheriff,politicians
41,sing,sing,ungram,unint,The popular sheriff who campaigned for the incumbent politician never prepared themselves for the new press briefing.,themselves,sheriff,politician
41,pl,sing,ungram,int,The popular sheriff who campaigned for the incumbent politicians never prepared themselves for the new press briefing.,themselves,sheriff,politicians
41,sing,pl,ungram,int,The popular sheriffs who campaigned for the incumbent politician never prepared himself for the new press briefing.,himself,sheriffs,politician
41,pl,pl,ungram,unint,The popular sheriffs who campaigned for the incumbent politicians never prepared himself for the new press briefing.,himself,sheriffs,politicians
41,sing,pl,gram,unint,The popular sheriffs who campaigned for the incumbent politician never prepared themselves for the new press briefing.,themselves,sheriffs,politician
41,pl,pl,gram,int,The popular sheriffs who campaigned for the incumbent politicians never prepared themselves for the new press briefing.,themselves,sheriffs,politicians
42,sing,sing,gram,int,The somber minister who conversed with the religious scholar usually presented himself as very open-minded.,himself,minister,scholar
42,pl,sing,gram,unint,The somber minister who conversed with the religious scholars usually presented himself as very open-minded.,himself,minister,scholars
42,sing,sing,ungram,unint,The somber minister who conversed with the religious scholar usually presented themselves as very open-minded.,themselves,minister,scholar
42,pl,sing,ungram,int,The somber minister who conversed with the religious scholars usually presented themselves as very open-minded.,themselves,minister,scholars
42,sing,pl,ungram,int,The somber ministers who conversed with the religious scholar usually presented himself as very open-minded.,himself,ministers,scholar
42,pl,pl,ungram,unint,The somber ministers who conversed with the religious scholars usually presented himself as very open-minded.,himself,ministers,scholars
42,sing,pl,gram,unint,The somber ministers who conversed with the religious scholar usually presented themselves as very open-minded.,themselves,ministers,scholar
42,pl,pl,gram,int,The somber ministers who conversed with the religious scholars usually presented themselves as very open-minded.,themselves,ministers,scholars
43,sing,sing,gram,int,The rich CEO who employed the expensive chauffeur typically amused himself by requesting the scenic route.,himself,CEO,chauffeur
43,pl,sing,gram,unint,The rich CEO who employed the expensive chauffeurs typically amused himself by requesting the scenic route.,himself,CEO,chauffeurs
43,sing,sing,ungram,unint,The rich CEO who employed the expensive chauffeur typically amused themselves by requesting the scenic route.,themselves,CEO,chauffeur
43,pl,sing,ungram,int,The rich CEO who employed the expensive chauffeurs typically amused themselves by requesting the scenic route.,themselves,CEO,chauffeurs
43,sing,pl,ungram,int,The rich CEOs who employed the expensive chauffeur typically amused himself by requesting the scenic route.,himself,CEOs,chauffeur
43,pl,pl,ungram,unint,The rich CEOs who employed the expensive chauffeurs typically amused himself by requesting the scenic route.,himself,CEOs,chauffeurs
43,sing,pl,gram,unint,The rich CEOs who employed the expensive chauffeur typically amused themselves by requesting the scenic route.,themselves,CEOs,chauffeur
43,pl,pl,gram,int,The rich CEOs who employed the expensive chauffeurs typically amused themselves by requesting the scenic route.,themselves,CEOs,chauffeurs
44,sing,sing,gram,int,The handy plumber who helped the absentminded homeowner probably drenched himself when the pipes burst.,himself,plumber,homeowner
44,pl,sing,gram,unint,The handy plumber who helped the absentminded homeowners probably drenched himself when the pipes burst.,himself,plumber,homeowners
44,sing,sing,ungram,unint,The handy plumber who helped the absentminded homeowner probably drenched themselves when the pipes burst.,themselves,plumber,homeowner
44,pl,sing,ungram,int,The handy plumber who helped the absentminded homeowners probably drenched themselves when the pipes burst.,themselves,plumber,homeowners
44,sing,pl,ungram,int,The handy plumbers who helped the absentminded homeowner probably drenched himself when the pipes burst.,himself,plumbers,homeowner
44,pl,pl,ungram,unint,The handy plumbers who helped the absentminded homeowners probably drenched himself when the pipes burst.,himself,plumbers,homeowners
44,sing,pl,gram,unint,The handy plumbers who helped the absentminded homeowner probably drenched themselves when the pipes burst.,themselves,plumbers,homeowner
44,pl,pl,gram,int,The handy plumbers who helped the absentminded homeowners probably drenched themselves when the pipes burst.,themselves,plumbers,homeowners
45,sing,sing,gram,int,The elderly doctor who treated the tough soldier usually cleaned himself after every single appointment.,himself,doctor,soldier
45,pl,sing,gram,unint,The elderly doctor who treated the tough soldiers usually cleaned himself after every single appointment.,himself,doctor,soldiers
45,sing,sing,ungram,unint,The elderly doctor who treated the tough soldier usually cleaned themselves after every single appointment.,themselves,doctor,soldier
45,pl,sing,ungram,int,The elderly doctor who treated the tough soldiers usually cleaned themselves after every single appointment.,themselves,doctor,soldiers
45,sing,pl,ungram,int,The elderly doctors who treated the tough soldier usually cleaned himself after every single appointment.,himself,doctors,soldier
45,pl,pl,ungram,unint,The elderly doctors who treated the tough soldiers usually cleaned himself after every single appointment.,himself,doctors,soldiers
45,sing,pl,gram,unint,The elderly doctors who treated the tough soldier usually cleaned themselves after every single appointment.,themselves,doctors,soldier
45,pl,pl,gram,int,The elderly doctors who treated the tough soldiers usually cleaned themselves after every single appointment.,themselves,doctors,soldiers
46,sing,sing,gram,int,The football referee who argued with the large quarterback surprisingly excused himself from the important game.,himself,referee,quarterback
46,pl,sing,gram,unint,The football referee who argued with the large quarterbacks surprisingly excused himself from the important game.,himself,referee,quarterbacks
46,sing,sing,ungram,unint,The football referee who argued with the large quarterback surprisingly excused themselves from the important game.,themselves,referee,quarterback
46,pl,sing,ungram,int,The football referee who argued with the large quarterbacks surprisingly excused themselves from the important game.,themselves,referee,quarterbacks
46,sing,pl,ungram,int,The football referees who argued with the large quarterback surprisingly excused himself from the important game.,himself,referees,quarterback
46,pl,pl,ungram,unint,The football referees who argued with the large quarterbacks surprisingly excused himself from the important game.,himself,referees,quarterbacks
46,sing,pl,gram,unint,The football referees who argued with the large quarterback surprisingly excused themselves from the important game.,themselves,referees,quarterback
46,pl,pl,gram,int,The football referees who argued with the large quarterbacks surprisingly excused themselves from the important game.,themselves,referees,quarterbacks
47,sing,sing,gram,int,The rough woodsman who helped the tired hiker evidently secluded himself from the outside world.,himself,woodsman,hiker
47,pl,sing,gram,unint,The rough woodsman who helped the tired hikers evidently secluded himself from the outside world.,himself,woodsman,hikers
47,sing,sing,ungram,unint,The rough woodsman who helped the tired hiker evidently secluded themselves from the outside world.,themselves,woodsman,hiker
47,pl,sing,ungram,int,The rough woodsman who helped the tired hikers evidently secluded themselves from the outside world.,themselves,woodsman,hikers
47,sing,pl,ungram,int,The rough woodsmen who helped the tired hiker evidently secluded himself from the outside world.,himself,woodsmen,hiker
47,pl,pl,ungram,unint,The rough woodsmen who helped the tired hikers evidently secluded himself from the outside world.,himself,woodsmen,hikers
47,sing,pl,gram,unint,The rough woodsmen who helped the tired hiker evidently secluded themselves from the outside world.,themselves,woodsmen,hiker
47,pl,pl,gram,int,The rough woodsmen who helped the tired hikers evidently secluded themselves from the outside world.,themselves,woodsmen,hikers
48,sing,sing,gram,int,The slick politician who avoided the persistent journalist reportedly described himself as typically conservative.,himself,politician,journalist
48,pl,sing,gram,unint,The slick politician who avoided the persistent journalists reportedly described himself as typically conservative.,himself,politician,journalists
48,sing,sing,ungram,unint,The slick politician who avoided the persistent journalist reportedly described themselves as typically conservative.,themselves,politician,journalist
48,pl,sing,ungram,int,The slick politician who avoided the persistent journalists reportedly described themselves as typically conservative.,themselves,politician,journalists
48,sing,pl,ungram,int,The slick politicians who avoided the persistent journalist reportedly described himself as typically conservative.,himself,politicians,journalist
48,pl,pl,ungram,unint,The slick politicians who avoided the persistent journalists reportedly described himself as typically conservative.,himself,politicians,journalists
48,sing,pl,gram,unint,The slick politicians who avoided the persistent journalist reportedly described themselves as typically conservative.,themselves,politicians,journalist
48,pl,pl,gram,int,The slick politicians who avoided the persistent journalists reportedly described themselves as typically conservative.,themselves,politicians,journalists
